facility_id,date,cartridges
F112,2026-05-24,0
F112,2026-05-25,0
F112,2026-05-26,0
F112,2026-05-27,0
F112,2026-05-28,0
F112,2026-05-29,0
F112,2026-05-30,0
F112,2026-05-31,0
F112,2026-06-01,0
F112,2026-06-02,0
F112,2026-06-03,0
F112,2026-06-04,0
F120,2026-03-13,59
F120,2026-03-14,57
F120,2026-03-15,55
F120,2026-03-16,54
F120,2026-03-17,51
F120,2026-03-18,47
F120,2026-03-19,44
F120,2026-03-20,43
F120,2026-03-21,41
F120,2026-03-22,38
F120,2026-03-23,36
F120,2026-03-24,34
F120,2026-03-25,31
F120,2026-03-26,29
F120,2026-03-27,26
F120,2026-03-28,25
F120,2026-03-29,23
F120,2026-03-30,20
F120,2026-03-31,19
F120,2026-04-01,16
F120,2026-04-02,14
F120,2026-04-03,11
F120,2026-04-04,8
F120,2026-04-05,4
F120,2026-04-06,1
F120,2026-04-07,0
F120,2026-04-08,0
F120,2026-04-09,0
F120,2026-04-10,0
F120,2026-04-11,0
F120,2026-04-12,0
F120,2026-04-13,0
F120,2026-04-14,0
F120,2026-04-15,0
F120,2026-04-16,0
F120,2026-04-17,0
F120,2026-04-18,0
F120,2026-04-19,0
F120,2026-04-20,0
F120,2026-04-21,0
F120,2026-04-22,0
F120,2026-04-23,0
F120,2026-04-24,0
F120,2026-04-25,0
F120,2026-04-26,0
F120,2026-04-27,0
F120,2026-04-28,0
F120,2026-04-29,0
F120,2026-04-30,0
F120,2026-05-01,0
F120,2026-05-02,0
F120,2026-05-03,0
F120,2026-05-04,0
F120,2026-05-05,0
F120,2026-05-06,0
F120,2026-05-07,0
F120,2026-05-08,0
F120,2026-05-09,0
F120,2026-05-10,0
F120,2026-05-11,0
F120,2026-05-12,0
F120,2026-05-13,0
F120,2026-05-14,0
F120,2026-05-15,0
F120,2026-05-16,0
F120,2026-05-17,0
F120,2026-05-18,0
F120,2026-05-19,0
F120,2026-05-20,0
F120,2026-05-21,0
F120,2026-05-22,0
F120,2026-05-23,0
F120,2026-05-24,0
F120,2026-05-25,0
F120,2026-05-26,0
F120,2026-05-27,0
F120,2026-05-28,0
F120,2026-05-29,0
F120,2026-05-30,0
F120,2026-05-31,0
F120,2026-06-01,0
F120,2026-06-02,0
F120,2026-06-03,0
F120,2026-06-04,0
F127,2026-03-13,8
F127,2026-03-14,4
F127,2026-03-15,0
F127,2026-03-16,0
F127,2026-03-17,0
F127,2026-03-18,0
F127,2026-03-19,0
F127,2026-03-20,0
F127,2026-03-21,0
F127,2026-03-22,0
F127,2026-03-23,0
F127,2026-03-24,0
F127,2026-03-25,0
F127,2026-03-26,0
F127,2026-03-27,0
F127,2026-03-28,0
F127,2026-03-29,0
F127,2026-03-30,0
F127,2026-03-31,0
F127,2026-04-01,0
F127,2026-04-02,0
F127,2026-04-03,0
F127,2026-04-04,0
F127,2026-04-05,0
F127,2026-04-06,0
F127,2026-04-07,0
F127,2026-04-08,0
F127,2026-04-09,0
F127,2026-04-10,0
F127,2026-04-11,0
F127,2026-04-12,0
F127,2026-04-13,0
F127,2026-04-14,0
F127,2026-04-15,0
F127,2026-04-16,0
F127,2026-04-17,0
F127,2026-04-18,0
F127,2026-04-19,0
F127,2026-04-20,0
F127,2026-04-21,0
F127,2026-04-22,0
F127,2026-04-23,0
F127,2026-04-24,0
F127,2026-04-25,0
F127,2026-04-26,0
F127,2026-04-27,0
F127,2026-04-28,0
F127,2026-04-29,0
F127,2026-04-30,0
F127,2026-05-01,0
F127,2026-05-02,0
F127,2026-05-03,0
F127,2026-05-04,0
F127,2026-05-05,0
F127,2026-05-06,0
F127,2026-05-07,0
F127,2026-05-08,0
F127,2026-05-09,0
F127,2026-05-10,0
F127,2026-05-11,0
F127,2026-05-12,0
F127,2026-05-13,0
F127,2026-05-14,0
F127,2026-05-15,0
F127,2026-05-16,0
F127,2026-05-17,0
F127,2026-05-18,0
F127,2026-05-19,0
F127,2026-05-20,0
F127,2026-05-21,0
F127,2026-05-22,0
F127,2026-05-23,0
F127,2026-05-24,0
F127,2026-05-25,0
F127,2026-05-26,0
F127,2026-05-27,0
F127,2026-05-28,0
F127,2026-05-29,0
F127,2026-05-30,0
F127,2026-05-31,0
F127,2026-06-01,0
F127,2026-06-02,0
F127,2026-06-03,0
F127,2026-06-04,0
F137,2026-03-13,35
F137,2026-03-14,32
F137,2026-03-15,30
F137,2026-03-16,25
F137,2026-03-17,22
F137,2026-03-18,18
F137,2026-03-19,15
F137,2026-03-20,12
F137,2026-03-21,7
F137,2026-03-22,2
F137,2026-03-23,0
F137,2026-03-24,0
F137,2026-03-25,0
F137,2026-03-26,0
F137,2026-03-27,0
F137,2026-03-28,0
F137,2026-03-29,0
F137,2026-03-30,0
F137,2026-03-31,0
F137,2026-04-01,0
F137,2026-04-02,0
F137,2026-04-03,0
F137,2026-04-04,0
F137,2026-04-05,0
F137,2026-04-06,0
F137,2026-04-07,0
F137,2026-04-08,0
F137,2026-04-09,0
F137,2026-04-10,0
F137,2026-04-11,0
F137,2026-04-12,0
F137,2026-04-13,0
F137,2026-04-14,0
F137,2026-04-15,0
F137,2026-04-16,0
F137,2026-04-17,0
F137,2026-04-18,0
F137,2026-04-19,0
F137,2026-04-20,0
F137,2026-04-21,0
F137,2026-04-22,0
F137,2026-04-23,0
F137,2026-04-24,0
F137,2026-04-25,0
F137,2026-04-26,0
F137,2026-04-27,0
F137,2026-04-28,0
F137,2026-04-29,0
F137,2026-04-30,0
F137,2026-05-01,0
F137,2026-05-02,0
F137,2026-05-03,0
F137,2026-05-04,0
F137,2026-05-05,0
F137,2026-05-06,0
F137,2026-05-07,0
F137,2026-05-08,0
F137,2026-05-09,0
F137,2026-05-10,0
F137,2026-05-11,0
F137,2026-05-12,0
F137,2026-05-13,0
F137,2026-05-14,0
F137,2026-05-15,0
F137,2026-05-16,0
F137,2026-05-17,0
F137,2026-05-18,0
F137,2026-05-19,0
F137,2026-05-20,0
F137,2026-05-21,0
F137,2026-05-22,0
F137,2026-05-23,0
F137,2026-05-24,0
F137,2026-05-25,0
F137,2026-05-26,0
F137,2026-05-27,0
F137,2026-05-28,0
F137,2026-05-29,0
F137,2026-05-30,0
F137,2026-05-31,0
F137,2026-06-01,0
F137,2026-06-02,0
F137,2026-06-03,0
F137,2026-06-04,0
F138,2026-03-13,50
F138,2026-03-14,46
F138,2026-03-15,41
F138,2026-03-16,36
F138,2026-03-17,31
F138,2026-03-18,27
F138,2026-03-19,23
F138,2026-03-20,18
F138,2026-03-21,14
F138,2026-03-22,8
F138,2026-03-23,3
F138,2026-03-24,0
F138,2026-03-25,0
F138,2026-03-26,0
F138,2026-03-27,0
F138,2026-03-28,0
F138,2026-03-29,0
F138,2026-03-30,0
F138,2026-03-31,0
F138,2026-04-01,0
F138,2026-04-02,0
F138,2026-04-03,0
F138,2026-04-04,0
F138,2026-04-05,0
F138,2026-04-06,0
F138,2026-04-07,0
F138,2026-04-08,0
F138,2026-04-09,0
F138,2026-04-10,0
F138,2026-04-11,0
F138,2026-04-12,0
F138,2026-04-13,0
F138,2026-04-14,0
F138,2026-04-15,0
F138,2026-04-16,0
F138,2026-04-17,0
F138,2026-04-18,0
F138,2026-04-19,0
F138,2026-04-20,0
F138,2026-04-21,0
F138,2026-04-22,0
F138,2026-04-23,0
F138,2026-04-24,0
F138,2026-04-25,0
F138,2026-04-26,0
F138,2026-04-27,0
F138,2026-04-28,0
F138,2026-04-29,0
F138,2026-04-30,0
F138,2026-05-01,0
F138,2026-05-02,0
F138,2026-05-03,0
F138,2026-05-04,0
F138,2026-05-05,0
F138,2026-05-06,0
F138,2026-05-07,0
F138,2026-05-08,0
F138,2026-05-09,0
F138,2026-05-10,0
F138,2026-05-11,0
F138,2026-05-12,0
F138,2026-05-13,0
F138,2026-05-14,0
F138,2026-05-15,0
F138,2026-05-16,0
F138,2026-05-17,0
F138,2026-05-18,0
F138,2026-05-19,0
F138,2026-05-20,0
F138,2026-05-21,0
F138,2026-05-22,0
F138,2026-05-23,0
F138,2026-05-24,0
F138,2026-05-25,0
F138,2026-05-26,0
F138,2026-05-27,0
F138,2026-05-28,0
F138,2026-05-29,0
F138,2026-05-30,0
F138,2026-05-31,0
F138,2026-06-01,0
F138,2026-06-02,0
F138,2026-06-03,0
F138,2026-06-04,0
F147,2026-03-13,11
F147,2026-03-14,9
F147,2026-03-15,6
F147,2026-03-16,3
F147,2026-03-17,0
F147,2026-03-18,0
F147,2026-03-19,0
F147,2026-03-20,0
F147,2026-03-21,0
F147,2026-03-22,0
F147,2026-03-23,0
F147,2026-03-24,0
F147,2026-03-25,0
F147,2026-03-26,0
F147,2026-03-27,0
F147,2026-03-28,0
F147,2026-03-29,0
F147,2026-03-30,0
F147,2026-03-31,0
F147,2026-04-01,0
F147,2026-04-02,0
F147,2026-04-03,0
F147,2026-04-04,0
F147,2026-04-05,0
F147,2026-04-06,0
F147,2026-04-07,0
F147,2026-04-08,0
F147,2026-04-09,0
F147,2026-04-10,0
F147,2026-04-11,0
F147,2026-04-12,0
F147,2026-04-13,0
F147,2026-04-14,0
F147,2026-04-15,0
F147,2026-04-16,0
F147,2026-04-17,0
F147,2026-04-18,0
F147,2026-04-19,0
F147,2026-04-20,0
F147,2026-04-21,0
F147,2026-04-22,0
F147,2026-04-23,0
F147,2026-04-24,0
F147,2026-04-25,0
F147,2026-04-26,0
F147,2026-04-27,0
F147,2026-04-28,0
F147,2026-04-29,0
F147,2026-04-30,0
F147,2026-05-01,0
F147,2026-05-02,0
F147,2026-05-03,0
F147,2026-05-04,0
F147,2026-05-05,0
F147,2026-05-06,0
F147,2026-05-07,0
F147,2026-05-08,0
F147,2026-05-09,0
F147,2026-05-10,0
F147,2026-05-11,0
F147,2026-05-12,0
F147,2026-05-13,0
F147,2026-05-14,0
F147,2026-05-15,0
F147,2026-05-16,0
F147,2026-05-17,0
F147,2026-05-18,0
F147,2026-05-19,0
F147,2026-05-20,0
F147,2026-05-21,0
F147,2026-05-22,0
F147,2026-05-23,0
F147,2026-05-24,0
F147,2026-05-25,0
F147,2026-05-26,0
F147,2026-05-27,0
F147,2026-05-28,0
F147,2026-05-29,0
F147,2026-05-30,0
F147,2026-05-31,0
F147,2026-06-01,0
F147,2026-06-02,0
F147,2026-06-03,0
F147,2026-06-04,0
F148,2026-03-13,10
F148,2026-03-14,3
F148,2026-03-15,0
F148,2026-03-16,0
F148,2026-03-17,0
F148,2026-03-18,0
F148,2026-03-19,0
F148,2026-03-20,0
F148,2026-03-21,0
F148,2026-03-22,0
F148,2026-03-23,0
F148,2026-03-24,0
F148,2026-03-25,0
F148,2026-03-26,0
F148,2026-03-27,0
F148,2026-03-28,0
F148,2026-03-29,0
F148,2026-03-30,0
F148,2026-03-31,0
F148,2026-04-01,0
F148,2026-04-02,0
F148,2026-04-03,0
F148,2026-04-04,0
F148,2026-04-05,0
F148,2026-04-06,0
F148,2026-04-07,0
F148,2026-04-08,0
F148,2026-04-09,0
F148,2026-04-10,0
F148,2026-04-11,0
F148,2026-04-12,0
F148,2026-04-13,0
F148,2026-04-14,0
F148,2026-04-15,0
F148,2026-04-16,0
F148,2026-04-17,0
F148,2026-04-18,0
F148,2026-04-19,0
F148,2026-04-20,0
F148,2026-04-21,0
F148,2026-04-22,0
F148,2026-04-23,0
F148,2026-04-24,0
F148,2026-04-25,0
F148,2026-04-26,0
F148,2026-04-27,0
F148,2026-04-28,0
F148,2026-04-29,0
F148,2026-04-30,0
F148,2026-05-01,0
F148,2026-05-02,0
F148,2026-05-03,0
F148,2026-05-04,0
F148,2026-05-05,0
F148,2026-05-06,0
F148,2026-05-07,0
F148,2026-05-08,0
F148,2026-05-09,0
F148,2026-05-10,0
F148,2026-05-11,0
F148,2026-05-12,0
F148,2026-05-13,0
F148,2026-05-14,0
F148,2026-05-15,0
F148,2026-05-16,0
F148,2026-05-17,0
F148,2026-05-18,0
F148,2026-05-19,0
F148,2026-05-20,0
F148,2026-05-21,0
F148,2026-05-22,0
F148,2026-05-23,0
F148,2026-05-24,0
F148,2026-05-25,0
F148,2026-05-26,0
F148,2026-05-27,0
F148,2026-05-28,0
F148,2026-05-29,0
F148,2026-05-30,0
F148,2026-05-31,0
F148,2026-06-01,0
F148,2026-06-02,0
F148,2026-06-03,0
F148,2026-06-04,0
